zts1e	Nuevo Ítem
zts1931e	Anillo de Seina
zts1932e	Suena "¿quieres casarte conmigo?"[n]
zts1933e	Cristal Demoníaco
zts1934e	Descubre dónde está el Demonio. Sin embargo, no funciona.[n]
zts1935e	Lanza del sacerdote incompleta
zts1936e	Lanza del sacerdote
zts1937e	¡Todos están de acuerdo en matar al Demonio!
zts1938e	Mineral desconocido
zts1939e	Alas de Ángel
zts1940e	Melena de Enkidu
zts1941e	Hoja de Seli-Lusha
zts1942e	Hilo de Peober
zts1943e	Time-Space del Odio Interminable
zts1944e	Time-Space del Ermitaño
zts1945e	Time-Space de la Llama Negra
zts1946e	Time-Space de Echekaluel
zts1947e	Diseño de la Lanza Inacabada del Sacerdote
zts1948e	Bendición de la Gema del Alma
zts1949e	Cuando un jugador se convierte en especialista,[n] el nivel de adquisición de Profesiones de Especialista aumenta en un 30%.[n] (Se puede utilizar con la bendición de Ancelloan).[n]
zts1950e	Pergamino protector de tarjetas SP inferior
zts1951e	Puedes utilizar un Pergamino protector al optimizar tu Tarjeta del especialista de nivel 0 a 9. No perderás el "Alma roja brillante" ni el "Alma verde brillante" incluso si la mejora fracasa.[n] [Aplicación] El efecto protector empieza en cuanto hagas doble clic sobre el Pergamino protector.[n]Si haces otra vez doble clic, el efecto desaparecerá.[n](En ese caso no se consumirá ningún pergamino) [n]Solamente consumirás un Pergamino protector si optimizas una Tarjeta del especialista mientras se encuentre bajo su efecto.[n]
zts1952e	Pergamino protector de tarjetas SP superior
zts1953e	Puedes utilizar un Pergamino protector al optimizar tu Tarjeta del especialista de nivel 10 a 14. No perderás el "Alma azul brillante" ni el "Alma verde brillante" incluso si la mejora fracasa.[n] [Aplicación] El efecto protector empieza en cuanto hagas doble clic sobre el Pergamino protector.[n]Si haces otra vez doble clic, el efecto desaparecerá.[n](En ese caso no se consumirá ningún pergamino) [n]Solamente consumirás un Pergamino protector si optimizas una Tarjeta del especialista mientras se encuentre bajo su efecto.[n]
zts1954e	Piedra de la Reanimación del Alma
zts1955e	¡Con la Piedra de Reanimación del Alma puedes volver a crear una Tarjeta de Especialista destruida![n]Cuando tienes una Tarjeta de Especialista destruida y utilizas la Piedra de Reanimación del Alma,[n] el Alma del Especialista resucitará y podrás utilizar de nuevo tu Tarjeta de Especialista.[n] Además, recibirás 1000 puntos SP básicos.[n]
zts1956e	Poción de iniciación de puntos
zts1957e	Vuelves a tener todos los puntos de tu Tarjeta del Especialista. Así los puedes distribuir de nuevo.[n][n]
zts1958e	Plumas de Ángel
zts1959e	Necesario para optimizar la Tarjeta del Especialista. Llévaselo a Malcom Mix con un Cristal de Luna Llena y un Alma Brillante para optimizar la Tarjeta.[n][n]
zts1960e	Alma Verde Brillante
zts1961e	Necesario para optimizar la Tarjeta del Especialista en los niveles 0-4.[n][n]
zts1962e	Alma Roja Brillante
zts1963e	Necesario para la optimización de las Tarjetas del Especialista en los niveles 5-9.[n][n]
zts1964e	Alma azul brillante
zts1965e	Necesario para la optimización de una Tarjeta de Especialista en los niveles 10-14.[n][n]
zts1966e	Con este ítem puedes optimizar tu Tarjeta del Especialista de 0 a 9. Cuando la optimización falla, las almas brillantes verdes y rojas no desaparecen y no aparece el aviso de "Alma destruida". [Utilización] El efecto empieza una vez que haces doble clic.[n] Si vuelves a hacer doble clic, el efecto termina.[n] (En este caso, el ítem no se gastará).[n][n]
zts1967e	Puedes utilizar un Pergamino protector al optimizar tu Tarjeta del especialista de nivel 10 a 14. No perderás el "Alma azul brillante" ni el "Alma verde brillante" incluso si la mejora fracasa.[n] [Aplicación] El efecto protector empieza en cuanto hagas doble clic sobre el Pergamino protector.[n]Si haces otra vez doble clic, el efecto desaparecerá.[n](En ese caso no se consumirá ningún pergamino) [n]Solamente consumirás un Pergamino protector si optimizas una Tarjeta del especialista mientras se encuentre bajo su efecto.[n]
zts1968e	Cuando tienes una Tarjeta de Especialista destruida y utilizas la Piedra de Reanimación del Alma,[n] el Alma del Especialista resucitará.
zts1969e	Un material muy valioso necesario para la optimización de ítems especiales.[n][n]
zts1970e	El nivel experiencia aumenta en un 50%. (Se puede utilizar con la bendición de Ancelloan).[n][n]
zts1971e	Cuando se utiliza, la Tarjeta del Especialista puede ser optimizada del nivel 0 hasta el 9. Cuando la optimización falla, las almas brillantes verdes y rojas no desaparecen y no aparece el aviso de "Alma destruida". [Utilización] El efecto empieza una vez haces doble clic.[n] Si vuelves a hacer doble clic, el efecto termina.[n] (En este caso, el ítem no se gastará).[n] Sólo cuando optimices una Tarjeta del Especialista bajo los efectos del Pergamino Protector,[n] estarás gastando un Pergamino Protector de tarjeta más baja.[n]
zts1972e	Cuando se utiliza, la Tarjeta del Especialista puede optimizar de 10 a 14. Cuando la optimización falla, las almas brillantes verdes y rojas no desaparecen y no aparece el aviso de "Alma destruida". [Utilización] El efecto empieza una vez haces doble clic.[n] Si vuelves a hacer doble clic, el efecto termina.[n] (En este caso, el ítem no se gastará).[n] Sólo cuando optimices una Tarjeta del Especialista bajo los efectos del Pergamino Protector,[n] estarás gastando un Pergamino Protector de tarjeta más alta.[n]
zts1973e	Cuando tienes una Tarjeta de Especialista destruida y utilizas la Piedra de Reanimación del Alma,[n] el Alma del Especialista resucitará y podrás utilizar de nuevo tu Tarjeta de Especialista.[n] Además, recibirás 1000 puntos SP básicos.[n]
zts1974e	Perla de la Ardilla Santa
zts1975e	Perla del Muñeco de Nieve
zts1976e	Puedes utilizar un Pergamino protector al optimizar tu Tarjeta del especialista de nivel 0 a 9. No perderás el "Alma roja brillante" ni el "Alma verde brillante" incluso si la mejora fracasa.[n] [Aplicación] El efecto protector empieza en cuanto hagas doble clic sobre el Pergamino protector.[n]Si haces otra vez doble clic, el efecto desaparecerá.[n](En ese caso no se consumirá ningún pergamino) [n]Solamente consumirás un Pergamino protector si optimizas una Tarjeta del especialista mientras se encuentre bajo su efecto.[n]
zts1977e	Puedes utilizar un Pergamino protector al optimizar tu Tarjeta del especialista de nivel 10 a 14. No perderás el "Alma azul brillante" ni el "Alma verde brillante" incluso si la mejora fracasa.[n] [Aplicación] El efecto protector empieza en cuanto hagas doble clic sobre el Pergamino protector.[n]Si haces otra vez doble clic, el efecto desaparecerá.[n](En ese caso no se consumirá ningún pergamino) [n]Solamente consumirás un Pergamino protector si optimizas una Tarjeta del especialista mientras se encuentre bajo su efecto.[n]
zts1978e	Cuando tienes una Tarjeta de Especialista destruida y utilizas la Piedra de Reanimación del Alma,[n] el Alma del Especialista resucitará.
zts1979e	Calcetín de Navidad
zts1980e	Estrella fugaz
zts1981e	Campanilla de Navidad
zts1982e	Caja de regalos del Festival de Invierno
zts1983e	Sello del Muñeco de Nieve
zts1984e	Un jugador puede participar en un Raid mediante el iglú de NosVille. [n]Nivel recomendado: 20-99 [n][Utilización] El jugador se convierte en el líder del grupo de expedición cuando utiliza el sello.[n] Al ser líder, puede invitar a otros jugadores haciendo clic sobre los demás y pulsando la opción "Agregar". [n]El otro jugador puede pertenecer al grupo de expedición.[n] El líder y todos sus miembros se dirigen a la entrada del mapa de Raid y entran.[n] Automáticamente, todos los integrantes entrarán con él. [n][Atención] Los jugadores que estén por encima del nivel recomendado[n] pueden agregarse al grupo de expedición pero recibirán una penalización.[n] (Aunque ganen el Raid, no aumentarán su nivel de vida, ni recibirán baúles del tesoro). [n][n]
zts1985e	Pastel
zts1986e	Chocolate caliente
zts1987e	Restaura poco a poco los niveles de HP y de [n]Cura NosMates y compañeros.[n]Ítem del Evento de Navidad.[n][n]
zts1988e	Resucita las Tarjetas del Especialista destruidas. Cuando tienes una Tarjeta de Especialista destruida y haces doble clic sobre el Pergamino Protector, el Alma del Especialista resucitará. Además, recibirás 1000 puntos SP básicos.[n]
zts1989e	Caja Misteriosa
zts1990e	Puedes fabricar una Caja Misteriosa A, una Caja Misteriosa B y una Caja Misteriosa C. Cuando abres una Caja Sorpresa puedes obtener distintos artículos de oro, perlas de una ardilla y nuevas máscaras.
zts1991e	Sombrero de Oso Panda
zts1992e	Disfraz de Oso Panda
zts1993e	Tarjeta del Guardabosques
zts1994e	Caja de regalos
zts1995e	Caja de regalos preciosa. Haz clic sobre ella y obtendrás uno de estos ítems.[n]
zts1996e	Tarjeta del Especialista - Elemento de las Tinieblas.[n][n] Gracias a la fuerza oscura, un guerrero puede obligar a su oponente a que realice tareas inmorales. Sus oponentes se volverán impotentes y deberán rendirse a su voluntad.
zts1997e	Tarjeta del Especialista - Elemento Luz[n][n] Mediante su sabiduría y su instinto animal, se desenvuelven maravillosamente en el bosque. Con su fuerza bestial pueden derrotar a cualquier enemigo.
zts1998e	Tarjeta del Especialista - Elemento de las Tinieblas[n][n] El Mago de las tinieblas hace huir a sus enemigos utilizando artes prohibidas. Este guerrero posee estas fuerzas gracias a la fuerza maligna del Demonio.[n][n]
zts1999e	Ardilla enferma
zts2000e	Perla del Cerdo de Año Nuevo
zts2001e	Perla del Ratón de la Buena Suerte
zts2002e	Sobre Regalo
zts2003e	Sobre de Año Nuevo. Recibirás un Cash-Ítem o una mascota singular
zts2004e	Leña para una hoguera pequeña
zts2005e	La pequeña hoguera necesita tres minutos para preparar un plato simple. [n][n]
zts2006e	Leña para una hoguera grande
zts2007e	La hoguera grande necesita tres minutos para cocinar un plato de lujo.[n][n]
zts2008e	Tiendas donde se vende. Puedes obtener un Disfraz de Ratón. [n][n]
zts2009e	El nivel de HP y MP de tus NosMates serán restaurados poco a poco.[n] Con cada recuperación hasta el final del evento [n][n]
zts2010e	Bocadillo de queso
zts2011e	Barbacoa
zts2012e	Rellena tu nivel de SP.[n]Ese ítem sólo se puede utilizar mientras estés sentado.[n][n]
zts2013e	Tortilla de verduras
zts2014e	Hamburguesa
zts2015e	Bistec
zts2016e	Jarabe Dulce
zts2017e	Especias
zts2018e	Agua
zts2019e	Sobre de Año Nuevo. Recibirás un Cash-Ítem o una mascota singular
zts2020e	Disfraz de Oso
zts2021e	Disfraz de Oso Polar
zts2022e	Disfraz de Osito de Peluche
zts2023e	Sombrero de Oso
zts2024e	Sombrero de Oso Polar
zts2025e	Sombrero de Osito de Peluche
zts2026e	Ítem de San Valentín.[n] El ítem desaparecerá después del evento.[n]
zts2027e	Regalo del evento de San Valentin.[n]Demuestra a alguien tu aprecio hacia el/ella, entregándole este regalo de San Valentin. Si tienes éxito y esa persona acepta tu regalo obtendrás la bendición de San Valentin. En el caso de que rechacen tu regalo, tu personaje estará llorando durante un minuto. Este ítem desaparecerá en cuanto se acabe el evento.[n][n]
zts2028e	Restaura poco a poco los niveles de HP y de MP.[n]Cura NosMates y compañeros.[n]Un ítem de San Valentín.[n]Desaparece en cuanto se termina el evento.[n][n]
zts2029e	Traje de hombre 1
zts2030e	Traje de mujer 1
zts2031e	Traje de hombre 2
zts2032e	Traje de mujer 2
zts2033e	Traje de hombre 3
zts2034e	Traje de mujer 3
zts2035e	Traje de hombre 4
zts2036e	Traje de mujer 4
zts2037e	Ropa informal de hombre 1
zts2038e	Ropa informal de mujer 1
zts2039e	Ropa informal de hombre 2
zts2040e	Ropa informal de mujer 2
zts2041e	Ropa informal de hombre 3
zts2042e	Ropa informal de mujer 3
zts2043e	Ropa informal de hombre 4
zts2044e	Ropa informal de mujer 4
zts2045e	Ropa informal de hombre 5
zts2046e	Ropa informal de mujer 5
zts2047e	Ropa informal de hombre 6
zts2048e	Ropa informal de mujer 6
zts2049e	Sombrero de Ratón
zts2050e	Sombrero en forma de Ratón
zts2051e	Sombrero Naranja
zts2052e	Sombrero de Naranjas Frescas. Acaba con la caspa, te masajea el cuero cabelludo y te deja un pelo brillante.[n]
zts2053e	Sombrero de Flores Decorativas
zts2054e	¡Parece precioso pero cuidado! ¡Pesa mucho y puede causar dolores de cuello![n][n]
zts2055e	Sombrero de Nuez
zts2056e	Un Sombrero de Nuez pequeño y ligero.
zts2057e	Sombrero Azul del Fundador
zts2058e	En tiempos antiguos, los funcionarios llevaban este tipo de sombreros
zts2059e	Sombrero Verde del Fundador
zts2060e	Sombrero Rojo del Fundador
zts2061e	N (Evento)
zts2062e	O (Evento)
zts2063e	S (Evento)
zts2064e	1 (Evento)
zts2065e	Y (Evento)
zts2066e	E (Evento)
zts2067e	A (Evento)
zts2068e	R (Evento)
zts2069e	1. Medallón del 1r aniversario
zts2070e	Sombrero de Oso Panda (7días)
zts2071e	Un hermoso Sombrero de Oso Panda. [n] El sombrero puede ser utilizado durante 7 días. El tiempo de utilización empieza cuando te pongas el sombrero.[n]Todos tus niveles de ataque aumentan un +5%[n] El nivel máximo de MP aumenta +200[n][n]
zts2072e	Disfraz de Oso Asiático (7días)
zts2073e	Un hermoso Disfraz de Oso Pardo.[n]El tiempo de utilización empieza en cuanto te lo pongas.[n]Todos tus niveles de defensa aumentan en un +5%[n]Max. HP +200[n][n]
zts2074e	Disfraz de Oso Polar (7 días)
zts2075e	Un hermoso Disfraz de Oso Polar.[n]El tiempo de utilización empieza en cuanto te lo pongas.[n]Todos tus niveles de defensa aumentan en un +5%[n]Max. HP +200[n][n]
zts2076e	Disfraz de Oso Panda (7 días)
zts2077e	Un hermoso Disfraz de Oso Panda.[n]El tiempo de utilización empieza en cuanto te lo pongas.[n]Todos tus niveles de defensa aumentan en un +5%[n]Max. HP +200[n][n]
zts2078e	Disfraz de Osito de Peluche (7 días)
zts2079e	Un hermoso Disfraz de Osito de Peluche.[n] El tiempo de utilización empieza en cuanto te lo pongas.[n]Todos tus niveles de defensa aumentan en un +5%[n]Max. HP +200[n][n]
zts2080e	Sombrero de Oso Negro Asiático (7 días)
zts2081e	Un hermoso Sombrero de Oso Pardo. [n]El tiempo de utilización empieza en cuanto te pongas el sombrero.[n]Todos tus niveles de ataque aumentan un +5%[n] El nivel máximo de MP aumenta +200[n][n]
zts2082e	Sombrero de Oso Polar (7 días)
zts2083e	Un hermoso Sombrero de Oso Polar. [n] El tiempo de utilización empieza en cuanto te pongas el sombrero.[n]Todos tus niveles de ataque aumentan un +5%[n] El nivel máximo de MP aumenta +200[n][n]
zts2084e	Sombrero de Osito de Peluche (7 días)
zts2085e	Un hermoso Sombrero de Osito de Peluche. [n]El tiempo de utilización empieza en cuanto te pongas el sombrero.[n]Todos tus niveles de ataque aumentan un +5%[n] El nivel máximo de MP aumenta +200[n][n]
zts2086e	Sombrero de Ratón
zts2087e	Traje de Hip-hop (7 días)
zts2088e	Un Pantalón de Hip-hop guay.[n]El tiempo de utilización empieza en cuanto te lo pongas.[n]Todos tus niveles de defensa aumentan un +5%[n] El nivel máximo de HP aumenta +200[n][n]
zts2089e	Chándal negro (7 días)
zts2090e	Chándal Amarillo (7 días)
zts2091e	Chándal rosa coral (7 días)
zts2092e	Chándal de Llamas (activo 7 días)
zts2093e	Chándal celeste (7 días)
zts2094e	Chándal Fashion (activo 7 días)
zts2095e	Chándal rosa fosforito (7 días)
zts2096e	Ropa Elegante (7 días)
zts2097e	El tiempo de utilización empieza en cuanto te pongas la ropa.[n]Todos tus niveles de defensa aumentan un +5%. El nivel máximo aumenta +200[n][n]
zts2098e	Uniforme escolar verde (7 días)
zts2099e	Ropa Militar (7 días)
zts2100e	Uniforme escolar amarillo (7 días)
zts2101e	Ropa de Montaña (7 días)
zts2102e	Uniforme escolar lila (7 días)
zts2103e	Ropa de Fuego ( 7 días)
zts2104e	Vestimenta de Heavy Metal (7 días)
zts2105e	Vestimenta de Descubridor (7 días)
zts2106e	Sobrero de Naranjas frescas. Este sombrero tiene efecto preventivo contra la caspa, te hace masajes en tu cuero cabelludo y le da un brillo espléndido a tu pelo.[n][n]
zts2107e	Sombrero Decorativo de tiesto
zts2108e	Disfraz de Oso Negro Asiático (30 días)
zts2109e	Disfraz de Oso Polar (30 días)
zts2110e	Disfraz de Oso Panda (30 días)
zts2111e	Disfraz de Osito de Peluche (30 días)
zts2112e	Chándal de Hip-hop (30 días)
zts2113e	Chándal negro (30 días)
zts2114e	Chándal Amarillo (30 días)
zts2115e	Chándal rosa coral (30 días)
zts2116e	Pantalón de Llamas (30 días)
zts2117e	Chándal celeste (30 días)
zts2118e	Chándal Fashion (30 días)
zts2119e	Chándal rosa fosforito (30 días)
zts2120e	Ropa Elegante (30 días)
zts2121e	Uniforme escolar verde (30 días)
zts2122e	Ropa Militar (30 días)
zts2123e	Uniforme escolar amarillo (30 días)
zts2124e	Ropa de Montaña (30 días)
zts2125e	Uniforme escolar lila (30 días)
zts2126e	Ropa de Fuego (30 días)
zts2127e	Ropa informal de mujer 4 (30 días)
zts2128e	Vestimenta de Heavy Metal (30 días)
zts2129e	Ropa informal de mujer 5 (30 días)
zts2130e	Vestimenta de Descubridor (30 días)
zts2131e	Ropa informal de mujer 6 (30 días)
zts2132e	Disfraz de Oso Asiático (indefinido)
zts2133e	Disfraz de Oso Polar (Indefinido)
zts2134e	Disfraz de Oso Panda (Indefinido)
zts2135e	Disfraz de Osito de Peluche (Indefinido)
zts2136e	Chándal de Hip-hop (Indefinido)
zts2137e	Chándal negro (permanente)
zts2138e	Chándal Amarillo (Indefinido)
zts2139e	Chándal rosa coral (permanente)
zts2140e	Chándal de Llamas (Indefinido)
zts2141e	Chándal celeste (permanente)
zts2142e	Chándal Fashion (Indefinido)
zts2143e	Chándal rosa fosforito (permanente)
zts2144e	Ropa Elegante (Indefinido)
zts2145e	Uniforme escolar verde (permanente)
zts2146e	Ropa Militar (Indefinido)
zts2147e	Uniforme escolar amarillo (permanente)
zts2148e	Ropa de Montaña (Indefinido)
